zone,date,population,day_of_week,is_weekend,is_poya,rainfall_mm,season,prev_volume_tons,waste_volume_tons,demand_level
Colombo,2026-11-19,750000,3,0,0,1.86,monsoon,561.35,566.57,MEDIUM
Colombo,2026-11-20,750000,4,0,0,6.12,monsoon,566.57,580.54,MEDIUM
Colombo,2026-11-21,750000,5,1,0,2.25,monsoon,580.54,671.57,HIGH
Colombo,2026-11-22,750000,6,1,0,11.44,monsoon,671.57,744.67,HIGH
Colombo,2026-11-23,750000,0,0,0,33.65,monsoon,744.67,574.52,MEDIUM
Colombo,2026-11-24,750000,1,0,1,5.6,monsoon,574.52,721.99,HIGH
Colombo,2026-11-25,750000,2,0,0,4.29,monsoon,721.99,684.71,HIGH
Colombo,2026-11-26,750000,3,0,0,31.41,monsoon,684.71,572.55,MEDIUM
Colombo,2026-11-27,750000,4,0,0,6.28,monsoon,572.55,603.72,MEDIUM
Colombo,2026-11-28,750000,5,1,0,2.44,monsoon,603.72,658.07,HIGH
Colombo,2026-11-29,750000,6,1,0,3.91,monsoon,658.07,728.94,HIGH
Colombo,2026-11-30,750000,0,0,0,15.37,monsoon,728.94,673.1,HIGH
Colombo,2026-12-01,750000,1,0,0,5.92,dry,673.1,571.89,MEDIUM
Colombo,2026-12-02,750000,2,0,0,2.12,dry,571.89,575.1,MEDIUM
Colombo,2026-12-03,750000,3,0,0,1.0,dry,575.1,573.6,MEDIUM
Colombo,2026-12-04,750000,4,0,0,2.56,dry,573.6,591.55,MEDIUM
Colombo,2026-12-05,750000,5,1,0,3.1,dry,591.55,668.66,HIGH
Colombo,2026-12-06,750000,6,1,0,4.73,dry,668.66,782.26,HIGH
Colombo,2026-12-07,750000,0,0,0,0.09,dry,782.26,722.51,HIGH
Colombo,2026-12-08,750000,1,0,0,12.79,dry,722.51,659.1,HIGH
Colombo,2026-12-09,750000,2,0,0,6.14,dry,659.1,617.84,MEDIUM
Colombo,2026-12-10,750000,3,0,0,4.67,dry,617.84,558.11,MEDIUM
Colombo,2026-12-11,750000,4,0,0,2.76,dry,558.11,565.48,MEDIUM
Colombo,2026-12-12,750000,5,1,0,12.99,dry,565.48,651.4,HIGH
Colombo,2026-12-13,750000,6,1,0,3.0,dry,651.4,769.39,HIGH
Colombo,2026-12-14,750000,0,0,0,2.55,dry,769.39,680.68,HIGH
Colombo,2026-12-15,750000,1,0,0,0.28,dry,680.68,651.71,HIGH
Colombo,2026-12-16,750000,2,0,0,0.02,dry,651.71,590.72,MEDIUM
Colombo,2026-12-17,750000,3,0,0,2.03,dry,590.72,600.58,MEDIUM
Colombo,2026-12-18,750000,4,0,0,12.62,dry,600.58,516.27,LOW
Colombo,2026-12-19,750000,5,1,0,2.13,dry,516.27,656.01,HIGH
Colombo,2026-12-20,750000,6,1,0,3.01,dry,656.01,677.63,HIGH
Colombo,2026-12-21,750000,0,0,0,1.27,dry,677.63,588.41,MEDIUM
Colombo,2026-12-22,750000,1,0,0,0.97,dry,588.41,571.26,MEDIUM
Colombo,2026-12-23,750000,2,0,1,3.45,dry,571.26,731.23,HIGH
Colombo,2026-12-24,750000,3,0,0,2.25,dry,731.23,642.44,MEDIUM
Colombo,2026-12-25,750000,4,0,0,4.34,dry,642.44,573.86,MEDIUM
Colombo,2026-12-26,750000,5,1,0,16.23,dry,573.86,667.94,HIGH
Colombo,2026-12-27,750000,6,1,0,0.8,dry,667.94,685.03,HIGH
Colombo,2026-12-28,750000,0,0,0,28.84,dry,685.03,556.76,MEDIUM
Colombo,2026-12-29,750000,1,0,0,3.49,dry,556.76,540.57,MEDIUM
Colombo,2026-12-30,750000,2,0,0,6.93,dry,540.57,555.74,MEDIUM
Colombo,2026-12-31,750000,3,0,0,1.18,dry,555.74,555.89,MEDIUM
Kandy,2026-01-01,130000,3,0,0,1.06,dry,78.0,78.6,MEDIUM
Kandy,2026-01-02,130000,4,0,0,0.19,dry,78.6,88.33,MEDIUM
Kandy,2026-01-03,130000,5,1,1,0.34,dry,88.33,115.23,HIGH
Kandy,2026-01-04,130000,6,1,0,7.47,dry,115.23,116.52,HIGH
Kandy,2026-01-05,130000,0,0,0,2.91,dry,116.52,86.89,MEDIUM
Kandy,2026-01-06,130000,1,0,0,2.56,dry,86.89,77.85,MEDIUM
Kandy,2026-01-07,130000,2,0,0,1.0,dry,77.85,78.72,MEDIUM
Kandy,2026-01-08,130000,3,0,0,9.89,dry,78.72,77.78,MEDIUM
Kandy,2026-01-09,130000,4,0,0,1.58,dry,77.78,79.95,MEDIUM
Kandy,2026-01-10,130000,5,1,0,5.16,dry,79.95,89.41,MEDIUM
Kandy,2026-01-11,130000,6,1,0,0.85,dry,89.41,95.99,HIGH
Kandy,2026-01-12,130000,0,0,0,6.29,dry,95.99,86.65,MEDIUM
Kandy,2026-01-13,130000,1,0,0,1.25,dry,86.65,82.44,MEDIUM
Kandy,2026-01-14,130000,2,0,0,1.31,dry,82.44,80.61,MEDIUM
Kandy,2026-01-15,130000,3,0,0,0.98,dry,80.61,78.79,MEDIUM
Kandy,2026-01-16,130000,4,0,0,5.29,dry,78.79,77.03,MEDIUM
Kandy,2026-01-17,130000,5,1,0,1.39,dry,77.03,88.25,MEDIUM
Kandy,2026-01-18,130000,6,1,0,6.41,dry,88.25,96.51,HIGH
Kandy,2026-01-19,130000,0,0,0,2.53,dry,96.51,88.24,MEDIUM
Kandy,2026-01-20,130000,1,0,0,5.51,dry,88.24,80.56,MEDIUM
Kandy,2026-01-21,130000,2,0,0,11.33,dry,80.56,75.62,MEDIUM
Kandy,2026-01-22,130000,3,0,0,0.07,dry,75.62,70.3,LOW
Kandy,2026-01-23,130000,4,0,0,11.16,dry,70.3,81.03,MEDIUM
Kandy,2026-01-24,130000,5,1,0,8.5,dry,81.03,86.6,MEDIUM
Kandy,2026-01-25,130000,6,1,0,2.39,dry,86.6,91.46,HIGH
Kandy,2026-01-26,130000,0,0,0,4.46,dry,91.46,87.68,MEDIUM
Kandy,2026-01-27,130000,1,0,0,2.63,dry,87.68,77.33,MEDIUM
Kandy,2026-01-28,130000,2,0,0,4.02,dry,77.33,70.83,LOW
Kandy,2026-01-29,130000,3,0,0,14.83,dry,70.83,72.29,LOW
Kandy,2026-01-30,130000,4,0,0,7.21,dry,72.29,78.93,MEDIUM
Kandy,2026-01-31,130000,5,1,0,8.04,dry,78.93,90.12,HIGH
Kandy,2026-02-01,130000,6,1,1,2.77,dry,90.12,129.24,HIGH
Kandy,2026-02-02,130000,0,0,0,1.49,dry,129.24,106.24,HIGH
Kandy,2026-02-03,130000,1,0,0,0.75,dry,106.24,87.1,MEDIUM
Kandy,2026-02-04,130000,2,0,0,1.59,dry,87.1,82.94,MEDIUM
Kandy,2026-02-05,130000,3,0,0,0.09,dry,82.94,74.12,MEDIUM
Kandy,2026-02-06,130000,4,0,0,4.04,dry,74.12,78.21,MEDIUM
Kandy,2026-02-07,130000,5,1,0,5.27,dry,78.21,87.99,MEDIUM
Kandy,2026-02-08,130000,6,1,0,0.06,dry,87.99,97.5,HIGH
Kandy,2026-02-09,130000,0,0,0,0.74,dry,97.5,94.07,HIGH
Kandy,2026-02-10,130000,1,0,0,5.47,dry,94.07,92.16,HIGH
Kandy,2026-02-11,130000,2,0,0,0.96,dry,92.16,84.46,MEDIUM
Kandy,2026-02-12,130000,3,0,0,2.42,dry,84.46,84.38,MEDIUM
Kandy,2026-02-13,130000,4,0,0,3.66,dry,84.38,79.83,MEDIUM
Kandy,2026-02-14,130000,5,1,0,4.62,dry,79.83,91.53,HIGH
Kandy,2026-02-15,130000,6,1,0,1.41,dry,91.53,91.53,HIGH
Kandy,2026-02-16,130000,0,0,0,2.2,dry,91.53,81.65,MEDIUM
Kandy,2026-02-17,130000,1,0,0,6.35,dry,81.65,82.07,MEDIUM
Kandy,2026-02-18,130000,2,0,0,3.23,dry,82.07,73.19,LOW
Kandy,2026-02-19,130000,3,0,0,5.45,dry,73.19,75.97,MEDIUM
Kandy,2026-02-20,130000,4,0,0,1.21,dry,75.97,77.68,MEDIUM
Kandy,2026-02-21,130000,5,1,0,0.16,dry,77.68,91.89,HIGH
Kandy,2026-02-22,130000,6,1,0,0.26,dry,91.89,91.76,HIGH
Kandy,2026-02-23,130000,0,0,0,3.43,dry,91.76,78.29,MEDIUM
Kandy,2026-02-24,130000,1,0,0,7.37,dry,78.29,82.0,MEDIUM
Kandy,2026-02-25,130000,2,0,0,0.56,dry,82.0,80.7,MEDIUM
Kandy,2026-02-26,130000,3,0,0,3.42,dry,80.7,78.04,MEDIUM
Kandy,2026-02-27,130000,4,0,0,5.83,dry,78.04,71.95,LOW
Kandy,2026-02-28,130000,5,1,0,8.55,dry,71.95,84.66,MEDIUM
Kandy,2026-03-01,130000,6,1,0,8.03,dry,84.66,89.29,MEDIUM
Kandy,2026-03-02,130000,0,0,0,4.46,dry,89.29,87.27,MEDIUM
Kandy,2026-03-03,130000,1,0,1,2.24,dry,87.27,98.15,HIGH
Kandy,2026-03-04,130000,2,0,0,3.9,dry,98.15,87.19,MEDIUM
Kandy,2026-03-05,130000,3,0,0,10.32,dry,87.19,85.78,MEDIUM
Kandy,2026-03-06,130000,4,0,0,5.38,dry,85.78,84.3,MEDIUM
Kandy,2026-03-07,130000,5,1,0,5.89,dry,84.3,91.55,HIGH
Kandy,2026-03-08,130000,6,1,0,3.36,dry,91.55,99.96,HIGH
Kandy,2026-03-09,130000,0,0,0,1.25,dry,99.96,92.17,HIGH
Kandy,2026-03-10,130000,1,0,0,0.17,dry,92.17,85.61,MEDIUM
Kandy,2026-03-11,130000,2,0,0,5.98,dry,85.61,83.55,MEDIUM
Kandy,2026-03-12,130000,3,0,0,17.71,dry,83.55,79.94,MEDIUM
Kandy,2026-03-13,130000,4,0,0,14.44,dry,79.94,83.37,MEDIUM
Kandy,2026-03-14,130000,5,1,0,9.31,dry,83.37,92.48,HIGH
Kandy,2026-03-15,130000,6,1,0,1.92,dry,92.48,92.54,HIGH
Kandy,2026-03-16,130000,0,0,0,0.64,dry,92.54,87.23,MEDIUM
Kandy,2026-03-17,130000,1,0,0,0.4,dry,87.23,78.55,MEDIUM
Kandy,2026-03-18,130000,2,0,0,6.45,dry,78.55,83.26,MEDIUM
Kandy,2026-03-19,130000,3,0,0,0.34,dry,83.26,82.24,MEDIUM
Kandy,2026-03-20,130000,4,0,0,7.82,dry,82.24,72.59,LOW
Kandy,2026-03-21,130000,5,1,0,1.92,dry,72.59,89.98,HIGH
Kandy,2026-03-22,130000,6,1,0,4.78,dry,89.98,97.69,HIGH
Kandy,2026-03-23,130000,0,0,0,1.33,dry,97.69,90.63,HIGH
Kandy,2026-03-24,130000,1,0,0,8.02,dry,90.63,84.5,MEDIUM
Kandy,2026-03-25,130000,2,0,0,30.91,dry,84.5,77.89,MEDIUM
Kandy,2026-03-26,130000,3,0,0,2.57,dry,77.89,75.28,MEDIUM
Kandy,2026-03-27,130000,4,0,0,3.27,dry,75.28,80.23,MEDIUM
Kandy,2026-03-28,130000,5,1,0,20.7,dry,80.23,83.11,MEDIUM
Kandy,2026-03-29,130000,6,1,0,7.31,dry,83.11,86.08,MEDIUM
Kandy,2026-03-30,130000,0,0,0,6.69,dry,86.08,75.18,MEDIUM
Kandy,2026-03-31,130000,1,0,0,1.36,dry,75.18,75.42,MEDIUM
Kandy,2026-04-01,130000,2,0,1,1.69,dry,75.42,92.75,HIGH
Kandy,2026-04-02,130000,3,0,0,1.76,dry,92.75,77.83,MEDIUM
Kandy,2026-04-03,130000,4,0,0,5.69,dry,77.83,73.21,LOW
Kandy,2026-04-04,130000,5,1,0,1.23,dry,73.21,86.3,MEDIUM
Kandy,2026-04-05,130000,6,1,0,10.56,dry,86.3,91.25,HIGH
Kandy,2026-04-06,130000,0,0,0,14.48,dry,91.25,93.63,HIGH
Kandy,2026-04-07,130000,1,0,0,0.91,dry,93.63,83.23,MEDIUM
Kandy,2026-04-08,130000,2,0,0,23.65,dry,83.23,77.1,MEDIUM
Kandy,2026-04-09,130000,3,0,0,3.59,dry,77.1,83.87,MEDIUM
Kandy,2026-04-10,130000,4,0,0,1.31,dry,83.87,78.92,MEDIUM
Kandy,2026-04-11,130000,5,1,0,1.03,dry,78.92,87.89,MEDIUM
Kandy,2026-04-12,130000,6,1,0,7.56,dry,87.89,93.45,HIGH
Kandy,2026-04-13,130000,0,0,0,17.39,dry,93.45,85.07,MEDIUM
Kandy,2026-04-14,130000,1,0,0,10.76,dry,85.07,80.08,MEDIUM
Kandy,2026-04-15,130000,2,0,0,7.1,dry,80.08,74.46,MEDIUM
Kandy,2026-04-16,130000,3,0,0,5.95,dry,74.46,77.57,MEDIUM
Kandy,2026-04-17,130000,4,0,0,1.27,dry,77.57,76.32,MEDIUM
Kandy,2026-04-18,130000,5,1,0,1.27,dry,76.32,97.93,HIGH
Kandy,2026-04-19,130000,6,1,0,4.34,dry,97.93,104.82,HIGH
Kandy,2026-04-20,130000,0,0,0,0.48,dry,104.82,89.99,HIGH
Kandy,2026-04-21,130000,1,0,0,0.69,dry,89.99,86.27,MEDIUM
Kandy,2026-04-22,130000,2,0,0,10.98,dry,86.27,84.26,MEDIUM
Kandy,2026-04-23,130000,3,0,0,4.0,dry,84.26,85.35,MEDIUM
Kandy,2026-04-24,130000,4,0,0,0.46,dry,85.35,74.86,MEDIUM
Kandy,2026-04-25,130000,5,1,0,1.5,dry,74.86,82.99,MEDIUM
Kandy,2026-04-26,130000,6,1,0,6.43,dry,82.99,89.29,MEDIUM
Kandy,2026-04-27,130000,0,0,0,1.24,dry,89.29,83.61,MEDIUM
Kandy,2026-04-28,130000,1,0,0,5.75,dry,83.61,67.23,LOW
Kandy,2026-04-29,130000,2,0,0,4.49,dry,67.23,69.22,LOW
Kandy,2026-04-30,130000,3,0,1,8.71,dry,69.22,97.18,HIGH
Kandy,2026-05-01,130000,4,0,0,12.51,monsoon,97.18,83.17,MEDIUM
Kandy,2026-05-02,130000,5,1,0,4.66,monsoon,83.17,93.61,HIGH
Kandy,2026-05-03,130000,6,1,0,16.11,monsoon,93.61,99.87,HIGH
Kandy,2026-05-04,130000,0,0,0,28.52,monsoon,99.87,81.62,MEDIUM
Kandy,2026-05-05,130000,1,0,0,27.21,monsoon,81.62,74.62,MEDIUM
Kandy,2026-05-06,130000,2,0,0,17.93,monsoon,74.62,80.24,MEDIUM
Kandy,2026-05-07,130000,3,0,0,20.96,monsoon,80.24,77.18,MEDIUM
Kandy,2026-05-08,130000,4,0,0,2.59,monsoon,77.18,76.15,MEDIUM
Kandy,2026-05-09,130000,5,1,0,20.41,monsoon,76.15,76.52,MEDIUM
Kandy,2026-05-10,130000,6,1,0,2.63,monsoon,76.52,90.48,HIGH
Kandy,2026-05-11,130000,0,0,0,10.62,monsoon,90.48,85.8,MEDIUM
Kandy,2026-05-12,130000,1,0,0,0.1,monsoon,85.8,85.09,MEDIUM
Kandy,2026-05-13,130000,2,0,0,59.6,monsoon,85.09,67.58,LOW
Kandy,2026-05-14,130000,3,0,0,14.99,monsoon,67.58,75.73,MEDIUM
Kandy,2026-05-15,130000,4,0,0,11.65,monsoon,75.73,71.6,LOW
Kandy,2026-05-16,130000,5,1,0,22.7,monsoon,71.6,78.46,MEDIUM
Kandy,2026-05-17,130000,6,1,0,11.69,monsoon,78.46,88.4,MEDIUM
Kandy,2026-05-18,130000,0,0,0,49.45,monsoon,88.4,79.59,MEDIUM
Kandy,2026-05-19,130000,1,0,0,40.33,monsoon,79.59,65.3,LOW
Kandy,2026-05-20,130000,2,0,0,1.62,monsoon,65.3,72.33,LOW
Kandy,2026-05-21,130000,3,0,0,1.05,monsoon,72.33,76.76,MEDIUM
Kandy,2026-05-22,130000,4,0,0,5.37,monsoon,76.76,75.96,MEDIUM
Kandy,2026-05-23,130000,5,1,0,13.09,monsoon,75.96,89.21,MEDIUM
Kandy,2026-05-24,130000,6,1,0,6.37,monsoon,89.21,94.27,HIGH
Kandy,2026-05-25,130000,0,0,0,30.78,monsoon,94.27,78.02,MEDIUM
Kandy,2026-05-26,130000,1,0,0,54.45,monsoon,78.02,71.64,LOW
Kandy,2026-05-27,130000,2,0,0,0.37,monsoon,71.64,72.77,LOW
Kandy,2026-05-28,130000,3,0,0,0.34,monsoon,72.77,74.87,MEDIUM
Kandy,2026-05-29,130000,4,0,0,22.07,monsoon,74.87,60.86,LOW
Kandy,2026-05-30,130000,5,1,1,17.25,monsoon,60.86,93.17,HIGH
Kandy,2026-05-31,130000,6,1,0,87.77,monsoon,93.17,86.99,MEDIUM
Kandy,2026-06-01,130000,0,0,0,8.33,monsoon,86.99,77.7,MEDIUM
Kandy,2026-06-02,130000,1,0,0,23.76,monsoon,77.7,69.37,LOW
Kandy,2026-06-03,130000,2,0,0,17.75,monsoon,69.37,78.06,MEDIUM
Kandy,2026-06-04,130000,3,0,0,4.79,monsoon,78.06,83.14,MEDIUM
Kandy,2026-06-05,130000,4,0,0,45.2,monsoon,83.14,71.65,LOW
Kandy,2026-06-06,130000,5,1,0,43.13,monsoon,71.65,72.97,LOW
Kandy,2026-06-07,130000,6,1,0,8.16,monsoon,72.97,82.02,MEDIUM
Kandy,2026-06-08,130000,0,0,0,4.81,monsoon,82.02,86.48,MEDIUM
Kandy,2026-06-09,130000,1,0,0,62.01,monsoon,86.48,77.52,MEDIUM
Kandy,2026-06-10,130000,2,0,0,3.92,monsoon,77.52,76.95,MEDIUM
Kandy,2026-06-11,130000,3,0,0,3.59,monsoon,76.95,77.77,MEDIUM
Kandy,2026-06-12,130000,4,0,0,6.9,monsoon,77.77,76.99,MEDIUM
Kandy,2026-06-13,130000,5,1,0,29.97,monsoon,76.99,82.18,MEDIUM
Kandy,2026-06-14,130000,6,1,0,3.08,monsoon,82.18,91.99,HIGH
Kandy,2026-06-15,130000,0,0,0,30.45,monsoon,91.99,79.26,MEDIUM
Kandy,2026-06-16,130000,1,0,0,27.94,monsoon,79.26,73.58,LOW
Kandy,2026-06-17,130000,2,0,0,21.47,monsoon,73.58,64.53,LOW
Kandy,2026-06-18,130000,3,0,0,0.5,monsoon,64.53,72.53,LOW
Kandy,2026-06-19,130000,4,0,0,38.05,monsoon,72.53,72.61,LOW
Kandy,2026-06-20,130000,5,1,0,9.85,monsoon,72.61,88.52,MEDIUM
Kandy,2026-06-21,130000,6,1,0,1.87,monsoon,88.52,97.21,HIGH
Kandy,2026-06-22,130000,0,0,0,8.44,monsoon,97.21,84.65,MEDIUM
Kandy,2026-06-23,130000,1,0,0,3.36,monsoon,84.65,78.44,MEDIUM
Kandy,2026-06-24,130000,2,0,0,13.08,monsoon,78.44,78.16,MEDIUM
Kandy,2026-06-25,130000,3,0,0,4.7,monsoon,78.16,75.61,MEDIUM
Kandy,2026-06-26,130000,4,0,0,9.11,monsoon,75.61,80.69,MEDIUM
Kandy,2026-06-27,130000,5,1,0,0.18,monsoon,80.69,90.57,HIGH
Kandy,2026-06-28,130000,6,1,0,9.81,monsoon,90.57,94.24,HIGH
Kandy,2026-06-29,130000,0,0,1,13.75,monsoon,94.24,111.64,HIGH
Kandy,2026-06-30,130000,1,0,0,29.5,monsoon,111.64,81.07,MEDIUM
Kandy,2026-07-01,130000,2,0,0,7.57,dry,81.07,79.44,MEDIUM
Kandy,2026-07-02,130000,3,0,0,0.55,dry,79.44,76.49,MEDIUM
Kandy,2026-07-03,130000,4,0,0,1.39,dry,76.49,86.62,MEDIUM
Kandy,2026-07-04,130000,5,1,0,6.06,dry,86.62,94.57,HIGH
Kandy,2026-07-05,130000,6,1,0,4.1,dry,94.57,95.81,HIGH
Kandy,2026-07-06,130000,0,0,0,2.16,dry,95.81,87.05,MEDIUM
Kandy,2026-07-07,130000,1,0,0,0.17,dry,87.05,81.83,MEDIUM
Kandy,2026-07-08,130000,2,0,0,0.71,dry,81.83,77.06,MEDIUM
Kandy,2026-07-09,130000,3,0,0,4.19,dry,77.06,81.39,MEDIUM
Kandy,2026-07-10,130000,4,0,0,1.12,dry,81.39,82.12,MEDIUM
Kandy,2026-07-11,130000,5,1,0,0.92,dry,82.12,93.15,HIGH
Kandy,2026-07-12,130000,6,1,0,6.13,dry,93.15,95.29,HIGH
Kandy,2026-07-13,130000,0,0,0,0.16,dry,95.29,93.71,HIGH
Kandy,2026-07-14,130000,1,0,0,10.24,dry,93.71,87.25,MEDIUM
Kandy,2026-07-15,130000,2,0,0,6.26,dry,87.25,80.37,MEDIUM
Kandy,2026-07-16,130000,3,0,0,8.43,dry,80.37,83.43,MEDIUM
Kandy,2026-07-17,130000,4,0,0,0.42,dry,83.43,81.16,MEDIUM
Kandy,2026-07-18,130000,5,1,0,8.5,dry,81.16,95.22,HIGH
Kandy,2026-07-19,130000,6,1,0,3.01,dry,95.22,101.17,HIGH
Kandy,2026-07-20,130000,0,0,0,6.58,dry,101.17,98.1,HIGH
Kandy,2026-07-21,130000,1,0,0,0.43,dry,98.1,84.02,MEDIUM
Kandy,2026-07-22,130000,2,0,0,7.8,dry,84.02,78.95,MEDIUM
Kandy,2026-07-23,130000,3,0,0,5.38,dry,78.95,90.04,HIGH
Kandy,2026-07-24,130000,4,0,0,6.35,dry,90.04,83.64,MEDIUM
Kandy,2026-07-25,130000,5,1,0,1.3,dry,83.64,88.55,MEDIUM
Kandy,2026-07-26,130000,6,1,0,5.7,dry,88.55,97.96,HIGH
Kandy,2026-07-27,130000,0,0,0,0.37,dry,97.96,92.24,HIGH
Kandy,2026-07-28,130000,1,0,1,6.49,dry,92.24,105.97,HIGH
Kandy,2026-07-29,130000,2,0,0,6.79,dry,105.97,84.71,MEDIUM
Kandy,2026-07-30,130000,3,0,0,2.32,dry,84.71,77.84,MEDIUM
Kandy,2026-07-31,130000,4,0,0,21.97,dry,77.84,64.04,LOW
Kandy,2026-08-01,130000,5,1,0,6.46,dry,64.04,89.48,MEDIUM
Kandy,2026-08-02,130000,6,1,0,3.33,dry,89.48,89.93,HIGH
Kandy,2026-08-03,130000,0,0,0,4.49,dry,89.93,81.73,MEDIUM
Kandy,2026-08-04,130000,1,0,0,12.17,dry,81.73,81.94,MEDIUM
Kandy,2026-08-05,130000,2,0,0,4.99,dry,81.94,75.08,MEDIUM
Kandy,2026-08-06,130000,3,0,0,6.6,dry,75.08,78.11,MEDIUM
Kandy,2026-08-07,130000,4,0,0,11.99,dry,78.11,75.38,MEDIUM
Kandy,2026-08-08,130000,5,1,0,0.99,dry,75.38,89.46,MEDIUM
Kandy,2026-08-09,130000,6,1,0,3.39,dry,89.46,95.15,HIGH
Kandy,2026-08-10,130000,0,0,0,1.42,dry,95.15,85.96,MEDIUM
Kandy,2026-08-11,130000,1,0,0,3.62,dry,85.96,86.13,MEDIUM
Kandy,2026-08-12,130000,2,0,0,2.23,dry,86.13,77.56,MEDIUM
Kandy,2026-08-13,130000,3,0,0,2.48,dry,77.56,79.02,MEDIUM
Kandy,2026-08-14,130000,4,0,0,17.44,dry,79.02,81.66,MEDIUM
Kandy,2026-08-15,130000,5,1,0,1.97,dry,81.66,86.95,MEDIUM
Kandy,2026-08-16,130000,6,1,0,7.42,dry,86.95,88.78,MEDIUM
Kandy,2026-08-17,130000,0,0,0,0.38,dry,88.78,82.33,MEDIUM
Kandy,2026-08-18,130000,1,0,0,0.93,dry,82.33,71.99,LOW
Kandy,2026-08-19,130000,2,0,0,8.83,dry,71.99,75.99,MEDIUM
Kandy,2026-08-20,130000,3,0,0,2.82,dry,75.99,79.52,MEDIUM
Kandy,2026-08-21,130000,4,0,0,6.13,dry,79.52,73.33,LOW
Kandy,2026-08-22,130000,5,1,0,0.91,dry,73.33,90.32,HIGH
Kandy,2026-08-23,130000,6,1,0,3.22,dry,90.32,101.55,HIGH
Kandy,2026-08-24,130000,0,0,0,9.29,dry,101.55,91.19,HIGH
Kandy,2026-08-25,130000,1,0,0,10.14,dry,91.19,89.66,MEDIUM
Kandy,2026-08-26,130000,2,0,0,1.15,dry,89.66,82.56,MEDIUM
Kandy,2026-08-27,130000,3,0,1,0.29,dry,82.56,98.2,HIGH
Kandy,2026-08-28,130000,4,0,0,3.79,dry,98.2,87.59,MEDIUM
Kandy,2026-08-29,130000,5,1,0,13.58,dry,87.59,91.18,HIGH
Kandy,2026-08-30,130000,6,1,0,1.9,dry,91.18,94.98,HIGH
Kandy,2026-08-31,130000,0,0,0,0.8,dry,94.98,86.53,MEDIUM
Kandy,2026-09-01,130000,1,0,0,64.72,monsoon,86.53,74.58,MEDIUM
Kandy,2026-09-02,130000,2,0,0,30.37,monsoon,74.58,70.43,LOW
Kandy,2026-09-03,130000,3,0,0,9.1,monsoon,70.43,66.02,LOW
Kandy,2026-09-04,130000,4,0,0,16.49,monsoon,66.02,83.47,MEDIUM
Kandy,2026-09-05,130000,5,1,0,2.26,monsoon,83.47,89.18,MEDIUM
Kandy,2026-09-06,130000,6,1,0,16.79,monsoon,89.18,98.64,HIGH
Kandy,2026-09-07,130000,0,0,0,52.55,monsoon,98.64,80.57,MEDIUM
Kandy,2026-09-08,130000,1,0,0,8.8,monsoon,80.57,76.75,MEDIUM
Kandy,2026-09-09,130000,2,0,0,30.39,monsoon,76.75,71.77,LOW
Kandy,2026-09-10,130000,3,0,0,27.31,monsoon,71.77,63.82,LOW
Kandy,2026-09-11,130000,4,0,0,43.4,monsoon,63.82,63.7,LOW
Kandy,2026-09-12,130000,5,1,0,14.43,monsoon,63.7,89.29,MEDIUM
Kandy,2026-09-13,130000,6,1,0,30.48,monsoon,89.29,84.82,MEDIUM
Kandy,2026-09-14,130000,0,0,0,40.09,monsoon,84.82,73.53,LOW
Kandy,2026-09-15,130000,1,0,0,17.54,monsoon,73.53,71.57,LOW
Kandy,2026-09-16,130000,2,0,0,16.13,monsoon,71.57,77.39,MEDIUM
Kandy,2026-09-17,130000,3,0,0,7.51,monsoon,77.39,74.69,MEDIUM
Kandy,2026-09-18,130000,4,0,0,16.09,monsoon,74.69,77.5,MEDIUM
Kandy,2026-09-19,130000,5,1,0,111.63,monsoon,77.5,84.39,MEDIUM
Kandy,2026-09-20,130000,6,1,0,22.88,monsoon,84.39,83.05,MEDIUM
Kandy,2026-09-21,130000,0,0,0,12.56,monsoon,83.05,82.73,MEDIUM
Kandy,2026-09-22,130000,1,0,0,7.77,monsoon,82.73,81.75,MEDIUM
Kandy,2026-09-23,130000,2,0,0,5.94,monsoon,81.75,83.96,MEDIUM
Kandy,2026-09-24,130000,3,0,0,21.55,monsoon,83.96,75.1,MEDIUM
Kandy,2026-09-25,130000,4,0,0,23.98,monsoon,75.1,73.93,LOW
Kandy,2026-09-26,130000,5,1,1,1.92,monsoon,73.93,108.18,HIGH
Kandy,2026-09-27,130000,6,1,0,11.8,monsoon,108.18,102.07,HIGH
Kandy,2026-09-28,130000,0,0,0,17.83,monsoon,102.07,83.62,MEDIUM
Kandy,2026-09-29,130000,1,0,0,7.38,monsoon,83.62,74.76,MEDIUM
Kandy,2026-09-30,130000,2,0,0,7.01,monsoon,74.76,75.19,MEDIUM
Kandy,2026-10-01,130000,3,0,0,3.87,monsoon,75.19,77.26,MEDIUM
Kandy,2026-10-02,130000,4,0,0,16.55,monsoon,77.26,74.9,MEDIUM
Kandy,2026-10-03,130000,5,1,0,14.49,monsoon,74.9,79.15,MEDIUM
Kandy,2026-10-04,130000,6,1,0,29.85,monsoon,79.15,78.66,MEDIUM
Kandy,2026-10-05,130000,0,0,0,10.98,monsoon,78.66,76.56,MEDIUM
Kandy,2026-10-06,130000,1,0,0,6.26,monsoon,76.56,77.2,MEDIUM
Kandy,2026-10-07,130000,2,0,0,7.18,monsoon,77.2,83.24,MEDIUM
Kandy,2026-10-08,130000,3,0,0,11.44,monsoon,83.24,73.5,LOW
Kandy,2026-10-09,130000,4,0,0,14.04,monsoon,73.5,78.4,MEDIUM
